"-0.012578726","-0.063025236"
"-0.7924528","0.28991604"
"1.8993709","-0.5420168"
"-0.4402516","0.063025236"
"-0.99371076","-0.6932773"
"0.6415093","-0.063025236"
"-1.2704403","-0.64285713"
"-0.03773594","-0.21428573"
"-1.7232704","0.08823526"
"-0.23899376","0.36554623"
"-1.672956","0.36554623"
"-1.2201258","-0.08823526"
"-1.3710692","0.6680672"
"-1.345912","-0.49159658"
"-0.4654088","-0.36554623"
"0.5157232","-0.34033608"
"1.2452829","-0.34033608"
"-1.8490566","-0.063025236"
"-1.8238994","-0.063025236"
"-1.7987422","-0.063025236"
"-1.4213836","-0.063025236"
"-1.3962264","-0.063025236"
"-0.7169812","-0.063025236"
"-0.69182396","-0.063025236"
"-0.66666675","-0.063025236"
"-0.64150953","-0.063025236"
"-0.6163522","-0.063025236"
"-0.591195","-0.063025236"
"-0.5660378","-0.063025236"
"-0.54088056","-0.063025236"
"0.28930807","-0.063025236"
"0.31446528","-0.063025236"
"0.3396225","-0.063025236"
"0.3647797","-0.063025236"
"0.59119487","-0.063025236"
"0.6163521","-0.063025236"
"0.7924528","-0.063025236"
"0.81761","-0.063025236"
"0.84276724","-0.063025236"
"1.0188677","-0.063025236"
"1.044025","-0.063025236"
"1.0691824","-0.063025236"
"1.0943396","-0.063025236"
"1.3207545","-0.063025236"
"1.3459117","-0.063025236"
"1.6226413","-0.063025236"
"1.6477985","-0.063025236"
"1.6729558","-0.063025236"
"1.698113","-0.063025236"
"1.7232704","-0.063025236"
"0.11320758","0.44117653"
"-0.49056613","0.46638656"
"1.4968553","-0.39075625"
"0.13836479","-0.18907559"
"-1.773585","-0.063025236"
"-1.018868","0.1134454"
"-1.018868","0.13865554"
"-1.018868","0.16386557"
"-1.018868","0.18907571"
"-1.018868","0.21428573"
"-1.018868","0.23949587"
"-1.4465408","0.28991604"
"-1.0440252","-0.4411764"
"1.5723269","-0.6932773"
"0.41509438","-0.5420168"
"1.1194968","-0.4411764"
"0.4654088","-0.18907559"
"0.062892914","-0.6680672"
"-0.088050365","-0.18907559"
"-0.84276736","-0.23949575"
"-0.7672956","0.16386557"
"-0.51572335","-0.6680672"
"0.89308167","-0.6680672"
"1.1194968","-0.063025236"
"-0.84276736","-0.5420168"
"-1.6477988","-0.34033608"
"-0.51572335","0.69327736"
"1.6226413","-0.5672269"
"0.86792445","-0.6932773"
"-1.4465408","-0.46638656"
"-1.018868","-0.4159664"
"-1.0943396","-0.18907559"
"1.371069","-0.063025236"
"-0.7421384","-0.063025236"
"1.2955973","-0.063025236"
"-0.11320758","0.18907571"
"-0.7672956","0.36554623"
"1.6477985","-0.4159664"
"1.7484276","-0.063025236"
"1.2201257","-0.6932773"
"-0.31446552","0.21428573"
"-1.4465408","-0.063025236"
"-1.3710692","-0.063025236"
"-0.5660378","0.69327736"
"0.9937105","-0.063025236"
"-1.6226416","0.39075637"
"-0.7672956","0.46638656"
"-1.018868","-0.063025236"
"0.26415086","-0.063025236"
"-1.2955976","-0.16386557"
"-1.5471698","0.063025236"
"1.798742","-0.08823526"
"0.56603765","-0.063025236"
"-0.54088056","0.69327736"
"-0.2893082","-0.61764705"
"-1.8238994","0.39075637"
"-1.572327","-0.31512606"
"-1.8490566","-0.23949575"
"1.8490565","-0.31512606"
"0.38993692","-0.4411764"
"-0.16352212","-0.2647059"
"-0.2893082","0.1134454"
"-1.6477988","0.4915967"
"0.6415093","-0.6932773"
"1.698113","-0.31512606"
"-1.572327","0.1134454"
"1.8993709","-0.6932773"
"1.5471697","-0.16386557"
"-0.31446552","0.31512606"
"0.13836479","0.31512606"
"-1.4968554","0.51680684"
"0.3396225","-0.6932773"
"1.4465408","-0.64285713"
"0.163522","0.18907571"
"-0.591195","0.3403362"
"-1.672956","-0.6932773"
"-1.6477988","-0.6932773"
"-1.6226416","-0.6932773"
"-1.5974844","-0.6932773"
"-1.572327","-0.6932773"
"-0.7421384","-0.6932773"
"-0.7169812","-0.6932773"
"-0.69182396","-0.6932773"
"-0.66666675","-0.6932773"
"-0.4654088","-0.6932773"
"-0.4402516","-0.6932773"
"-0.41509438","-0.6932773"
"-0.38993716","-0.6932773"
"0.26415086","-0.6932773"
"0.28930807","-0.6932773"
"0.31446528","-0.6932773"
"0.5157232","-0.6932773"
"0.54088044","-0.6932773"
"0.56603765","-0.6932773"
"0.59119487","-0.6932773"
"0.6163521","-0.6932773"
"0.7924528","-0.6932773"
"0.81761","-0.6932773"
"0.84276724","-0.6932773"
"0.9937105","-0.6932773"
"1.0188677","-0.6932773"
"1.044025","-0.6932773"
"1.0691824","-0.6932773"
"1.2452829","-0.6932773"
"1.2704401","-0.6932773"
"1.2955973","-0.6932773"
"1.3207545","-0.6932773"
"1.3459117","-0.6932773"
"1.371069","-0.6932773"
"1.4968553","-0.6932773"
"1.5220125","-0.6932773"
"1.5471697","-0.6932773"
"1.8238993","-0.6932773"
"1.8490565","-0.6932773"
"1.8742137","-0.6932773"
"0.89308167","-0.64285713"
"0.89308167","-0.61764705"
"0.89308167","-0.59243697"
"1.7484276","-0.59243697"
"0.89308167","-0.5672269"
"0.89308167","-0.5420168"
"0.89308167","-0.5168067"
"0.89308167","-0.49159658"
"0.89308167","-0.46638656"
"0.89308167","-0.4411764"
"0.89308167","-0.4159664"
"0.89308167","-0.39075625"
"0.89308167","-0.36554623"
"0.89308167","-0.34033608"
"0.89308167","-0.31512606"
"0.89308167","-0.28991592"
"0.89308167","-0.2647059"
"0.89308167","-0.23949575"
"0.89308167","-0.21428573"
"0.89308167","-0.18907559"
